postID,theDate,thread,hasword,prompt,wordz,post
86694,1411331914,5,1,Fall: Week 3,"...Yes, the pressure is really the air molecules...","Yes, the pressure is really the air molecules that too are moving around.  The air molecules, just like our bodies want to keep moving in the original direction.  The air molecules move forward causing less dense air in the back of the car, and the dense air molecules in the front pushes the ballon to the back of the car.  
"
86742,1411347893,13,0,Fall: Week 3,,
86743,1411348135,13,0,Fall: Week 3,,"Sorry, this is a google doc.  I will repost as a word doc
"
86744,1411348167,14,0,Fall: Week 3,,
86796,1411369488,15,1,Fall: Week 3,...car was braking and created pressure on the unweighted helium balloon...,"Sorry this isnt uploaded but I only see a place for webcam and sketching as I write this....and that its 3:03 in the morning...it was done hours ago but I woke up realizing I never sent it...maybe Ill sleep better now

 

Helium Balloons in Motion

        &lt;img src=https://lh3.googleusercontent.com/BTJExHLbA0fPkBebkjJShm7C_v-JEiLQASA9NqBCcx-XC7IalJp7dBsZLGEdBL4uZRPG9s3yqNp4kSG57GuA_-vwfrEqROUdTf_yfz7OuvaRQnhiWyXpRJm8YuUE0zmIxA alt=BTJExHLbA0fPkBebkjJShm7C_v-JEiLQASA9NqBC /&gt;    &lt;img src=https://lh3.googleusercontent.com/iTVWdk_zExxWHtoRmMdQ3Zj0jS9KsHcSVh4cSj-T8UAy9MlfIWsl-EskrSHdusKTj3S3KAfSTM93DX009jbIzFhrrJ_7Z28hfSW6UifBvz_UVC6qz5USmRLoddJFTswC2w alt=iTVWdk_zExxWHtoRmMdQ3Zj0jS9KsHcSVh4cSj-T /&gt;

The laws of motion explain the behaviors that occur in a car.  When a car is accelerated very quickly, the occupants are pushed against the seats of the car because, initially, the car speeds up faster than the people.  The seats provide a reactionary force to the passengers inertia pushing back on the seats causing the seats to push forward against the people and, ultimately, the people travel at the same speed as the car.  Conversely, when a car traveling at 60 mph slams on its brakes, the car slows down sooner than the occupants.  For a moment the occupants are still traveling at 60 mph.  Because the occupants are now traveling faster than the car, they move forward and the seat beats push back preventing them from going through the windshield.  The heavier people have a greater inertia and therefore their changes in position occur with more force and feel the seat belt push them back with greater force.  When there are other sudden changes in the direction of movement, the occupants take a moment &ldquo;to catch up with the car&rdquo;.  

This same concept can be applied to other &ldquo;matter&rdquo; in the car, such as helium balloons dealing with forces in relation to air in the car just as people deal with seat belts while the car accelerates and decelerates.

  
 

&lt;strong&gt;Our Prediction&lt;/strong&gt;

Lets say there are two &ldquo;helium/air&rdquo; combination balloons in the car.  The balloons are exactly the same size.  One balloon system is heavier/denser than the other balloon due to the added mass of a binder clip.  The lighter balloon will float higher than that of the heavier balloon.  Both balloons have inertia with the heavier balloon having more inertia than regular air and the lighter balloon will have less inertia than air.  It now stands to reason, that the heavier balloon will move forward and the lighter balloon will move backwards when the brakes are suddenly applied.  We will attempt to replicate this hypothesis by safely driving a car with helium balloons and changing the speed suddenly.

&lt;strong&gt;Materials&lt;/strong&gt;


	helium balloon (25% helium, 75% air)
	
	
	paper clips
	
	
	automobile
	
	
	safe driving range
	
	
	video equipment
	
&lt;strong&gt;Procedures&lt;/strong&gt;


	Obtain a helium balloon
	
	
	Float the balloon in the back of the car
	
	
	Drive the car at 25 mph
	
	
	suddenly stop car
	
	
	video record the behavior of the balloon
	
	
	add paper clip to the same balloon (float balloon at a lower position in car)
	
	
	drive the car at 25 mph
	
	
	suddenly stop the car
	
	
	video record the behavior of the balloon
	
 

&lt;strong&gt;Data/Results&lt;/strong&gt;

 

We tried the experiment two times without weight from 25 mph and also observed the balloon when the car accelerated to the target speed (see table below).  When the car was rapidly stopped the balloon clearly moves, relative to the cab of the car, to the rear and not toward the front or direction of travel.   Conversely, when the car accelerated the apparent movement of the unweighted balloon within the cab was forward in the direction of travel.    In the second step we added a single medium binder clip to the balloon (it was fresh from the store and had not exchanged/lost much helium yet).  Because it was now no longer floating (negatively buoyant), we clipped it to the sunroof so it was hanging down.  When we repeated the experiment, the balloon behaved in the opposite manner:  When accelerating the car the balloon showed apparent movement toward the back of the car and when stopping the balloon moved forward in the direction of travel.

            
 

Balloon w/o Weight

Action of Car                      Apparent Balloon Movement

&lt;table style=border-collapse:collapse;border:none;width:624px;&gt;&lt;tbody&gt;&lt;tr&gt;&lt;td&gt;
			Braking
			&lt;/td&gt;
			&lt;td&gt;
			toward rear of cab
			&lt;/td&gt;
		&lt;/tr&gt;&lt;tr&gt;&lt;td&gt;
			Accelerating to 25 mph
			&lt;/td&gt;
			&lt;td&gt;
			toward front of cab
			&lt;/td&gt;
		&lt;/tr&gt;&lt;tr&gt;&lt;td&gt;
			Braking
			&lt;/td&gt;
			&lt;td&gt;
			toward rear of cab
			&lt;/td&gt;
		&lt;/tr&gt;&lt;/tbody&gt;&lt;/table&gt; 

Balloon with Weight

Action of Car                      Apparent Balloon Movement

&lt;table style=border-collapse:collapse;border:none;width:624px;&gt;&lt;tbody&gt;&lt;tr&gt;&lt;td&gt;
			Accelerating to 25 mph
			&lt;/td&gt;
			&lt;td&gt;
			toward rear of car
			&lt;/td&gt;
		&lt;/tr&gt;&lt;tr&gt;&lt;td&gt;
			Braking
			&lt;/td&gt;
			&lt;td&gt;
			toward front of car
			&lt;/td&gt;
		&lt;/tr&gt;&lt;/tbody&gt;&lt;/table&gt; 

&lt;strong&gt;Conclusion&lt;/strong&gt;

Our data seems to support our hypothesis in that the &ldquo;heavier&rdquo; balloon with the added clip moved forward when the car was braking while the helium balloon without the weight moved toward the rear of the vehicle under the same circumstances.  It appears that our heavier balloon was acting as we predicted for an object that is heavier than the fluid that is surrounding it.    While all matter in the car continued to press forward on breaking, the heavier balloon with the metal clip had much more momentum than that of the surrounding air.  This phenomena can be explained by the understanding that the ambient air in the vehicle had more inertia than the unweighted balloon based on its density and was able to push the unweighted helium balloon out of the way (and therefore toward the back of the passenger compartment).  The ambient air all rushed forward when the car was braking and created pressure on the unweighted helium balloon forcing it backwards.

Our prediction which was supported by the data was based on the argument that the denser object has more momentum per unit volume and displaces the less dense matter.  Just as a bowling ball falling through the sky displaces heavier air as they are both pulled on by gravity, the binder clipped helium balloon traveled forward displacing the air due to the force of the car braking (and backwards when accelerating).

 

It was interesting to see both the force of gravity causing displacement as well as the braking of the car at the same time.  In the case of the car accelerating with the less dense unbinder clipped balloon gravity pulled on the denser air more displacing the less dense balloon upwards.  As the car accelerated, the less dense balloon was also displaced backwards causing the balloon to point diagonally back and up, a combination of the two resulting displacement forces.  During the deceleration with the weighted balloon the denser balloon was displacing air upwards (as far as the tether allowed) and the weighted balloon displaced the less dense air towards the back of the car resulting in the balloon to hand diagonally down and forward due to the two displacement forces occurring.

 

we do not believe the motion observed was caused by differences in air pressure in the back or front of the car as the vehicle decelerated or accelerated.  There likely was a slight barometric difference between the front and back of the vehicle due to accelerating and decelerating but not enough to cause the kind of motion observed.  The force of air pressure at sea level is too great to be unbalanced that much over such a short distance due to such a small braking or accelerating force.  Air will fill any container it is provided equally.  The strength of air pressure can be witnessed on any of a number of youtube videos with amazing results.  Oil drums are caved in due to vacuum pressure and class cases shattered with glass shards flying all over a room due to air attempting to fill a void.

 

The predictions posted on the assignment for the helium moving forward don&rsquo;t work when reasoned out either.  The prediction that the helium balloon resists change in motion is invalidated when you consider all objects resist change, including that of the denser air.  The prediction that the helium balloon tries to move against the direction of the acceleration is also disproved when you consider the air is under the same conditions and the air overcomes the balloons tendencies.  The prediction that all stuff moves forward is invalidated because yes, all the stuff is affected by the deceleration, but you also have to take into account the effect the denser air will have on the balloon as well as the force of the balloon wanting to continue forward.  The fact that the balloon also has momentum is easily overcome by the displacing force of the regular air.  The last prediction that the balloon moves forward because it too has momentum is disproved when you take into account the displacement forces provided by the surrounding air which are under all of the same conditions.

 
"
86797,1411373685,16,0,Fall: Week 3,,"gaining entrance in order to read and respond
"
86798,1411374381,3,0,Fall: Week 3,,"Grade 6 + Taft: that was a great explanation of the forces that effect the balloons behavior within a moving car.  I would imagine Paul and Greg would agree as well.  What really helped me a lot was your introduction of the windshield.  Before reading your article, I had not considered the windshield as the barrier to re-establishing the equilibrium in the car once all matter reached a stable or stopped speed again.  It is very fascinating how, for just a moment, the forces of gravity pulling towards the center of earth are superceded by the forces of the moving vehicle.  With that said, the movment of the air pushing the less dense helium balloon backwards caught me by surprise for a moment.  Your explanation and our experimentation all make sense to me now.

Our thinking seems to really mesh together nicely.  Maybe we should consider looking for jobs working together in the same building.
"
86799,1411375306,5,0,Fall: Week 3,,"I like your thinking Jennifer and I was thinking along the same lines until I considered the occupants of the car.  When we talked about the effects of speeding up and slowing down on the passengers, the people are all much denser than air.  Therefore, we naturally move forward during breaking and move backwards during accelerations.  During these slight changes in position, we are actually displacing the less dense air around us.

When we apply these same principles to the less dense balloon, the balloon now gets displaced by the more dense air surrounding the balloon.  During breaking, the balloon gets pushed back by the more dense air that moves forward until it hits the windshield.  During acceleration, the opposite happens with the more dense air moving towards the back of the car unitl it hits the back window.

You can see this on YouTube, in the video Paul, Greg, and I posted, or try it yourself.  It is rather cool to observe this counter intuitive event happen.  When you see it, it then makes a lot more sense.
"
86800,1411375398,3,0,Fall: Week 3,,"Becky - how is the science budget looking?  I found a car on craigs list that we could turn into a test mobile.  A lot of helium balloon testing could happen in our own parking lot.
"
86801,1411378240,3,0,Fall: Week 3,,"Donna - I realized I was not getting this whole idea until I focused on the air/gases.  When I gained this perspective it all came together for me. The gases can re-arrange when the car changes speed and re-eastablish an equilibrium when the car reaches a more less constant speed again.  Unlike the human occupants, there is actually a lot of room for the gases to move and deflect off the interior of the car.  As the gases move around due to the changes in motion, they are pushing the other  gases (more or less dense) around causing changes in position until the constant speed and equilibrium are re-established.
"
86895,1411398518,7,0,Fall: Week 3,,"This above Word document was written by Chris, Amy and Becky (Ive hidden Chris and Amys posts so that theres no duplication in the forum).
"
86905,1411403544,17,0,Fall: Week 3,,"Posting on behalf of Greg, Paul and David.

 
"
86977,1411417751,1,0,Fall: Week 3,,"Colleen,

I really enjoyed reading the paper you submitted.  You have a very real and fun style of writting.  Anyway, back to the Science...  I wrote my whole paper about Newtons First Law and was convinced, like you, that the balloon would move forward when the brakes were applied.  I was wrong, but I still dont get why.  Your arguement about denser things displacing less dense things out of way makes some sense, but I thought that density functioned with gravity and gravity pulls down not forward or backward.  This is the part Im still confussed on.  Id love to hear any more ideas you may have.  Thanks!

 

 
"
86980,1411418416,7,0,Fall: Week 3,,"Rebecca,

Thanks for writing what you did.  Ive been frustrated and not understanding how density of air v.s. denisty of the balloon could be a factor.  Gravity pulls items down (here on Earth) so how could gravity, a funciton of density, pull denser items forward or backward?  Your words have helped me begin to get a picture of how the denser items (the air) will build up at the front of the car when it breaks.  Its not because of gravity, its because the denser items (the air) need more force to slow them down and are slamming into/building up at the front of the car.  Meanwhile, the less dense item (the balloon) needs less force to slow down and is displaced toward the back of the car because the more dense air got to the front of the car first.  I hope Im getting this right.  I thank you because I had no ideas of how to explain what we actually saw until I read this.  I also liked your comment at the end about digging in deep :)
"
86981,1411418723,5,0,Fall: Week 3,,"Thank you all for your helpful insight!  I was struggling to get my idea around the idea youve all presented becasue I thought density ONLY worked up and down because gravity is involved.  I understood the displacement of less dense things by more dense things when we discussed the floating balloon, but the forward/backward thing messed me up.  I think I get it now.  Not to be cheesy, but to quote the reading, I guess I just had a really big foothold idea I had to let go of.
"
86994,1411431794,2,0,Fall: Week 3,,"Another excellent video, Paul! I find it interesting that, as you mentioned in your description above, the weighted balloon moved toward the windshield instead of moving toward the rear of the car as I thought it would. The idea of air moving more or less inside of a bubble (the car), and having momentum of its own while another enclosed bubble of gas (the balloon), moves within it is definitely a unique dynamic to try to wrap ones head around. Im wondering if the additional mass that was added to the balloon simply added enough density to the balloon, allowing it to overcome the increased air density toward the windshield?
"
86998,1411432663,14,0,Fall: Week 3,,"Donna,

Becky, Amy, and I came to pretty much the same reasoning as you described in your paper: The balloon will move backward upon braking and forward upon acceleration as air molecules within the car are quickly carried forward/backward when the car is braking/accelerating. Interesting question you posed about sideways displacement. I guess I assumed that that more dense air would simply move around the balloon in a relatively even manner, but this would probably not be the case, particularly with the odd surface area of a mylar balloon (seams, relatively flat face, etc.). Bummer about the Big E traffic... I found myself caught in some last weekend as well. If only I have a balloon!
"
87078,1411484479,18,0,Fall: Week 3,,"Posting on behalf of Deanna.
"
87116,1411497780,1,0,Fall: Week 3,,"Your immediate reaction is exactly what most people would say unless they have experienced that difference (even science teachers). We sometimes struggle with these ideas because people do not view air as a fluid. They understand how a liquid behaves, but not a gas (especially air) because our experiences are limited. Your experience testing out your ideas are the same experiences that we want our students to experience that will strengthen their skills in solving scientific problems.Your hard work is helping you to be on the road to making your dream come true of being a famous teacher/scientist.
"
87123,1411497997,3,0,Fall: Week 3,,"Hey my neighbor has a car in her backyard she said we can have. Let me know the time and place!
"
87131,1411498408,2,0,Fall: Week 3,,"Quite often we answer and problem solve based on what we know or have experienced. I had never noticed a balloon behavior in a car before. My initial response to this problem was that the balloon would behave like our body would in that same situation. The process that you followed is exactly what we are teaching our students to do. Begin with a question and discuss it. From that discussion begin to formulate a process to eliminate those questions one by one to help to strengthen your idea. I have not only learned more about the behavior of the balloon, but also about the process and pain that it takes to really look closely at an idea. 
"
87138,1411499627,1,0,Fall: Week 3,,"Some feedback for you---embedded as comments in the Word document.
"
87139,1411499666,5,0,Fall: Week 3,,"Some feedback for you---embedded as comments in the Word document.
"
87140,1411499682,10,0,Fall: Week 3,,"Some feedback for you---embedded as comments in the Word document.
"
87141,1411499705,14,0,Fall: Week 3,,"Some feedback for you---embedded as comments in the Word document.
"
87142,1411499765,17,0,Fall: Week 3,,"Some feedback for you---embedded as comments in the Word document.
"
87143,1411499795,8,0,Fall: Week 3,,"Some feedback for you---embedded as comments in the Word document.
"
87144,1411500378,3,1,Fall: Week 3,"...moving back due to the pressure gradient, as this picture is...","The weighted balloon was an excellent idea.  The balloon acted in the same way as our bodies when it was weighted.  Meaning It moved forward wehn the the car stopped.

There seems to be a small discussion of the balloon having a mind of its own and can determine acceleration.  I would argue that it does not and cannot tell the difference between acceleration and gravity.  I think that the ballon is affected by inertia, but the mass of the balloon when not weighted, is so low we cannot see that with the naked eye ( I believe this is what Rebecca eluded to) .  We can only witness the balloon moving back due to the pressure gradient, as this picture is so vivid and lasting.  I hope I am making sense.
"
87147,1411501158,18,0,Fall: Week 3,,"Some feedback for you---embedded as comments in the Word document.

 
"
87159,1411503431,19,1,Fall: Week 3,...up until the density and pressure of the helium inside the...,"

 

The Helium Balloon in a Car

By Deanna Chelte

ED

A Helium balloon in a car is subject to specific conditions. First, the balloon has a specific density, pressure, buoyancy, and energy. It is known by many that a balloon will float in the air and it will continue to move upward if untethered. We also are familiar with the balloons ability to move in the car when the car is in motion. So what exactly happens to the balloon in a moving car and why? What direction does it move and why in that direction?

First I want to write about one of Helium&rsquo;s specific properties, density. Helium has a low density of about 0.1785 g/cm3. When compared to air surrounding it at 1.29g/cm3, Helium&rsquo;s density is very low. This difference in density allows it to rise above air, float. Density is the amount of mass or particles spread out in a specific volume. The closer together the particles, the higher the density and the farther the particles are apart the lower the density. Helium&rsquo;s particles are spread out with plenty of room between particles. Particles of air, predominately nitrogen and oxygen, are closer together comparatively. The individual particles themselves are less dense. Helium atoms are composed of, most commonly, two protons and two neutrons. That gives helium a mass of about 4. Nitrogen particles are composed of seven protons and seven neutrons with a mass of 14. Oxygen has eight protons and eight neutrons with a mass of 16.

If a helium balloon were allowed to move freely in our atmosphere it would rise up until the density and pressure of the helium inside the balloon were equal to that of the density and pressure around it. Actually, I&rsquo;m not sure if it would make it that high. It may burst first due to other conditions I&rsquo;m not sure of. That&rsquo;s another subject.

What I mean is the atmosphere on Earth has layers of density determined by the layers of air particles. The higher up you move from Earth, the lower the density. Particles of air have mass and the more mass you place on top, the more compact the particles at the bottom become. The particles that make up air have a higher density lower to the ground and lower density the higher up you go. Close to the ground air&rsquo;s density is about 4.29g/cm3.

Second, helium has mass and takes up space. Only one type of matter can take up a specific space at any given time. Helium in a balloon maintains its volume and space within the air surrounding it. Even individual particles take up their own space so if helium were released into the air the particles individual space is constant.

Thirdly, helium particles have immense amounts of energy which determine their motion and speed. They move faster than particles of air and take up a lot more space when they move. When helium is inside a balloon the speed and motion of the particle smashing on the latex give the balloon shape and size. The latex holds the round shape as long as there is pressure on the wall of the balloon to maintain it. I know that I am relating density to pressure and that&rsquo;s because gas particles move freely and don&rsquo;t normally bond to other particles and when that happens, particles collide with other matter around them. In the case of the balloon, the particles are colliding with the latex walls of the balloon. The greater the collisions, the greater the pressure. I think that mass&rsquo;s natural ability to find equilibrium is directly related to a balloon rising in the atmosphere. So density and pressure allow balloons to have buoyancy.

This leads me to discuss the fact that helium balloons have buoyancy. Buoyancy is, when a fluid, like air, exerts an upward force on an object, a helium balloon, immersed in it equal to the weight of the fluid displaced by the object. I do believe that the density of the helium balloon is such that it weight of the balloon never equals the weight of the air it displaces. So that allows the helium balloon to keep floating on air. If a helium balloon were an object like an ice cube, and it were placed in water, it would not fall below the top of the water line like an ice cube does. In a car, the helium balloon would stay afloat when at rest. If the balloon is not tethered it would stay at the ceiling/roof. When the car is in motion the buoyancy of the helium balloon is in a forward motion rather than vertical motion. The amount of weight of the balloon immersed in the air is not equal to the weight of the air it displaces. But once the motion of the car and the air in it equals that of the motion of the balloon, the balloon will move backward and find equilibrium and move at the same speed as the car and air particles inside.

Newton&rsquo;s law of motion comes into play with the motion of a car and the helium balloons response to it. Newton&rsquo;s law states that an object at rest will remain at rest unless an unbalanced force is introduced or causes it to change motion. In a car at rest the balloon will remain motionless floating in the air. If there is a slight change in the movement of air the balloon will respond with equal and opposite motion. When the car begins to move the balloon responds by not moving backward as we would expect, but it moves forward with the cars&rsquo; motion. The balloon will move forward because, the motion of the car causes motion of the air in the car to move backward. The air inside the car is resisting being moved and in response is forced backwards to the back of the cars&rsquo; interior. The airs&rsquo; response to the motion of the car increases pressure to the back of the cars&rsquo; interior. The balloons response is to move forward, out of the way, into less dense, lower pressure area of the car. It&rsquo;s the same a sink and float.

I made a device in my class using a soda bottle, a cork tied to a string attached to the bottle cap, added water, turned the bottle upside down, and watched the cork float inside attached to the string. This apparatus allows me to demonstrate this very topic in class. When you move the soda bottle forward, the cork floats to the forward motion of the bottle, not backward. Students love trying to explain this phenomena.
"
87181,1411507188,7,0,Fall: Week 3,,"I agree that the statement that when you break, the air will have a tendency to pile up near the windshield, thus increasing the density of the air in the front of the car.  The balloon will want to go to where the air is less dense, in the back of the car.
"
87182,1411507543,13,1,Fall: Week 3,"...with pressure, if I understand pressure correctly. I think about it...","Thank you for your paper.  I agree that it will go backwards and agree that it has to do with pressure, if I understand pressure correctly.  I think about it as how much the air molecules are pressing against each other...but I get confused when I try to think about how density relates.  I think of density as to how tightly packed they are...which is kindof related.  The more tightly packed they would be, the more pressure they would be under, right?  I also was unsure of what Sideways Displacement was. 
"
87199,1411511466,13,1,Fall: Week 3,...and did not consider air pressure would simply shift upon acceleratin....,"
Thank you for explaining the situation with the air pressure.  I think this may make more sense to me.  I hadnt considered the balloon would move to where the heavier air was not and did not consider air pressure would simply shift upon acceleratin.  

"
87214,1411512999,1,0,Fall: Week 3,,"Colleen,

Finally someone that writes with a little humor...I do not know how many times I can read about a balloon. A balloon goes up...the balloon goes down...the end! I feel like I am in a bad Planet Fitness commercial about balloons!!! NO MORE AWHHH!!!! On a positive note - the paper Becky, Chris, and I wrote we agree with some of your thoughts on what happens to the balloon. I too tried to think about my body in a car and how it would react if I pressed on the break. All I could think of was inertia. I then couldnt keep anymore suspense and had to watch a Youtube video of someone who actually took the time out of their busy lives to do this experiment. My theory was proven incorrect and I then had to go back and rethink why the balloon follows the driver. I really like how you are using this in your classroom to assist you in your thinking of the balloon. We too teach about Newtons Laws of Motion and I have never really thought about putting a balloon in the car and testing it out. Now I have a different insight on balloons and how they work in cars...yes!
"
87220,1411513439,2,0,Fall: Week 3,,"Great video Paul...your famous! I wish I shared your love for physics as much as it comes out in your videos! Check out this video link https://www.youtube.com/watch?v=y8mzDvpKzfY it shows the same concept being practiced in your video (its pretty cool). I think it has to do with an enclosed system and maybe adding more mass to the balloon altered the outcome. I am going to piggy back off of what Becky said and agree that it is important to understand that the process that you followed is exactly what we the 6th grade is teaching our students. We are trying to have them start with a question and discuss it as a class. From that discussion begin to formulate a process to eliminate those questions one by one to help to strengthen your idea. Instead of a balloon (because we all LOVE balloons) we used grapes and soda. 
"
87289,1411521842,8,0,Fall: Week 3,,"Tonya, 

At what point did your kids beg you to stop?  Ha Ha-  I know that my Jessica starts to run the other way when I start talking about the balloon.   Great job breaking it down and asking some key questions.  This gets right back to that Einstein quote about if we cant explain it simply then we dont understand it well enough.   I started thinking about your buoyancy and inertia question and the more I think about it I will say that they are two independent forces.  Until this course I would have said that buoyancy is linked to gravity but now I see that it can also respond to what I will call the net inertia of a system (I just totally made that phrase up).   So am I saying they are linked? No but they can have and effect on each other.
"
87310,1411523281,18,0,Fall: Week 3,,"Deanna, the cork in the bottle demo seems to be exactly what we are doing-  We could also hang a weight from the cap and hold the bottle the other way and watch the weight swing to the back (opposite of what the cork does).  We could save a lot of gasoline and helium gas!    We made Cartesian Divers during the first week to prompt some questioning but I like this idea better because the kids tend to sink the divers when they play with them too aggressively and then I have to reset.  I think your cork demo would generate just as many questions.  Thanks.
"
87535,1411575539,20,0,Fall: Week 3,,"After quickly scanning over the papers written by my classmates I chose to read Colleens first because of the comments made that it was humorous. (I know personally how funny she can be) I do have to say although humorous I really enjoyed reading about your experiences with this experiment. I could visualize you driving in your car and and watching the balloon go in the opposite direction of where you thought it might go. Without thinking first, I thought the same thing would happen until Katie and I started discussing what we knew about air and helium. What impressed me the most was what you did with your students. I believe you used a shoe box and a baseball. What a clever idea! Sometimes the simplest of ideas work the best.
"
87601,1411598201,21,0,Fall: Week 3,,"I thought this was another appropriate quote after our class today:o)

 

&lt;img src=https://int.erlace.com/uploads/discussion/original/44966c505ec8be7c44ef1135f446aca2.jpg alt=44966c505ec8be7c44ef1135f446aca2.jpg /&gt;
"
88472,1412034752,1,1,Fall: Week 4,...the full cup has the pressure of the atmosphere pushing down...,"Not sure how to post for Colleen, Jen and myself so I am just coping what we wrote:

When a siphon is created, a fluid is moved from a full cup to an empty cup through a straw or tube. In order for this to work, the full cup must be higher than the empty cup and you must suck the air out of the tube/straw to make the liquid move to the empty cup. The water in the full cup has the pressure of the atmosphere pushing down on it, but this alone is not enough to make the water move up the tube and into the empty cup. It has to be a combination of the air pressure pushing down on the water in the full cup and the lower air pressure at the empty end of the tube. When you suck on the end of the tube, you create a lower area of pressure at the end you are sucking on because you have removed the atmospheric pressure from that end of the tube. Fluids will flow from the area of higher pressure to the area of lower pressure. So, the fluid will move from the high pressure area (the full cup with the atmospheric pressure pushing on it) to the low pressure area, the end of the straw you sucked on.

 

Gravity also plays a role in this. Because the empty cup is lower, the pull of gravity is slightly increased to the lower cup. Gravity increases as the distance between two objects is reduced. So, the empty cup is slightly closer to the Earths center, by being lower than the full cup, it has a slightly elevated gravitational pull. These forces combine to create enough force to move the liquid up out of the full cup and then down into the empty cup.

 

Siphons are common in a few different areas that we could think of, one being the fish tank suction cleaner. It has to be moved rapidly up and down to create a suction. Once the suction catches the water then moves quickly up the tube and down to the bucket that has been placed the end in. Also, the water in a pool (above ground) that is in need of being lowered so it can be closed at the end of the season. A siphon hose is put into it and once the water starts to come through it (by either sucking on the hose or using a hand pump-thing to get it going), the hose is lowered to the ground so the water can continue to flow out of the pool. It has to do with the pressure of the water going into the hose (where there is less pressure).
"
88487,1412036454,2,0,Fall: Week 4,,"this is from Colleen, Jen and Donna
"
88652,1412087934,3,0,Fall: Week 4,,
88770,1412122250,4,1,Fall: Week 4,...the lawn. I believe that pressure is the primary mechanism in...,"Week Four

How does a Siphon Work?

Deanna Chelte

 

I really have to say that I use the siphon to empty water from my pool when it&rsquo;s too full and I use this method to remove water from the cover of my pool when its&rsquo; too full. I haven&rsquo;t given it much thought before now; I just know that it works. How I do it is two ways, one is better than the other. Either I suck the water through the hose until the hose is full enough to start suction, or I fill the hose with water in the pool and pull one end out until the water runs out through the hose to the lawn.

I believe that pressure is the primary mechanism in this phenomenon. Once you get suction in the tube, like a vacuum, and place the end of the tube below the primary water line, all it takes is pressure to move water from a higher level to a lower level.

I think what is going on the pressure from the high end of the hose pushes the water to a lower location. Although, I&rsquo;m not too sure what makes the water rise up to move over the edge of the pool first before it falls down and out of the pool. But, once there is enough pressure at the top of the hose, that which is hanging over the edge of the pool, pressure keeps it going.

With the cups and siphon, I found that if you use a closed container, like a jar with a lid, with the siphon, it does not work no matter what. I tried a few things and this one really doesn&rsquo;t work. So an open container on the high end works. Maybe it has something to do with air and vacuum suction. If you close off the suction of air it stops. That means that air pressure is needed on top of the water to push it down as it continues to flow up and over the side to the lower cup.

So maybe it is not all about the water pressure, it&rsquo;s more about the air pressure. Maybe air pressure is pushing down on the water and that is what causes the water to flow through a siphon.

I was also thinking, what would happen if you raise the arch of the tube coming out of the cup? Would it still flow? I really need to try this next.
"
88903,1412194780,5,0,Fall: Week 4,,"Submitted by Becky Bryant and Chris Taft
"
88911,1412207104,6,0,Fall: Week 4,,"Posted by Katie and Karen
"
88912,1412207428,7,0,Fall: Week 4,,"Ideas on investigating siphoning by Greg, David and Paul. 
"
88914,1412207955,8,0,Fall: Week 4,,
88915,1412208071,8,0,Fall: Week 4,,"This report is brought to you by Paul T, Greg W, and David P
"
89092,1412351034,3,0,Fall: Week 4,,"Some feedback for you---embedded as comments in the Word document.
"
89100,1412351943,6,0,Fall: Week 4,,"Some feedback for you---embedded as comments in the Word document.

 
"
89118,1412354637,2,0,Fall: Week 4,,"Some feedback for you---embedded as comments in the Word document.

 
"
89134,1412356779,5,0,Fall: Week 4,,"Some feedback for you---embedded as comments in the Word document.
"
89139,1412359101,8,0,Fall: Week 4,,"Some feedback for you---embedded as comments in the Word document.
"
89152,1412369331,6,0,Fall: Week 4,,"I like how you work through the idea of siphoning by thinking about the movement of water first. Then making sense of the movement of water in a straw. By thinking this way it helps the thinking about the particular behavior of a liquid by using an example all of us are very familiar with.I rally have never given much scientific thought to why when you put your finger on the end of a straw the liquid remains in the straw.It was just a fun thing to do. By making sense of the straw in a liquid it helps to support the idea of a siphon. Water moves because there is less resistance in one area opposed to another.So as we think about everything having mass, the amount of gravitational pull an object has varies based on mass and volume. So as we think about this motion of water, we soon realize that there is a whole lot of pushing and pulling going on.
"
89154,1412370701,8,1,Fall: Week 4,...this is initiated through vacuum pressure is not something that I...,"I am well aware of siphoning because my first car was a 1965 Ford Mustang with a broken gas gauge. When I ran out of gas one of my friends would take pity on me and we would siphon gas out of there tank so I could get home and not miss my curfew. You guys provided me with a few thoughts to think about. I never really thought about a liquid not easily being able to be compressed, so I want to think more about this and how it relates to the siphon. The other idea of an imbalance really helps support my idea of why the water moves. This imbalance creates particle movement and continues until an equilibrium is met. How this is initiated through vacuum pressure is not something that I would have thought of. I need to think about these new ideas to see where they fit into my thinking.
"
89156,1412372684,5,0,Fall: Week 4,,"What a great explanation - love the pics that helped explain it, they really made understanding what you wrote complete.  I think having the pics showing the equilibrium is really important, b/c kids might think that the water would continue to flow once it got going.  The mechanism that makes it all happen is an interesting one and needs to include all the forces at work as it is difficult to conceive how it happens.  So, nice job all around with the explanation!
"
89159,1412374208,3,1,Fall: Week 4,...begin to flow. The air pressure on the liquid in the...,"I think what makes the water fill the tube is the suction that takes place before the water will begin to flow.  The air pressure on the liquid in the first container keeps the water flowing, and you&rsquo;re right, it must flow down because of gravity (well, I believe this too), and because there is less pressure in the tube then there is on the top of the water, it continues to flow.  It (then end of the hose the water is flowing from) also must be below the water level (in the 1st container) or it won&rsquo;t flow, and I think this is due to equilibrium as one other colleague mentioned.  
"
