postID,theDate,thread,prompt,post,userID
104816,1423168526,15,Week 3,"I was wondering if there was a difference between table salt and CaCl with KCl, rock salt for driveways. Or as they call it, ice melt. Im trying to find out if the temperature of water decreases with the presence of ice melt as it did when I experimented before. I will let you know by the end of today. I will also try to freeze it and boil it. Stay tuned.
",2
104818,1423175677,11,Week 3,"The document attached details the lab and also includes my thoughts on the results.
",5
104819,1423176021,11,Week 3,"Donna,

Thats an interesting thought.  I wonder if it would read with the same dramatic difference..  It was clear that the ice was melting slower in the sugar water, but it was meting.  I just found it interesting about how slow the temperature was decreasing based on the size of the ice cube that was left in the sugar water. One degree just seems so minimal compared to the starting size of the ice cube compared to the final check. I totally forgot to go into that in my analysis!
",5
104820,1423176882,11,Week 3,"I added an additional thought
",5
104821,1423178335,1,Week 3,"Chris, some comments for you...
",11
104822,1423178381,4,Week 3,"Deanna, some comments for you...
",11
104823,1423178405,2,Week 3,"Paul, some comments for you...
",11
104824,1423178443,10,Week 3,"Katie, Karen, some comments for you...
",11
104825,1423178469,7,Week 3,"Jen, some comments for you...
",11
104846,1423231696,10,Week 3,,8
104992,1423256412,11,Week 3,"Tonya, some comments for you...
",11
104994,1423256467,13,Week 3,"Greg, some comments for you...
",11
104995,1423256497,14,Week 3,"Becky, some comments for you...
",11
104996,1423256520,8,Week 3,"Donna, some comments for you...
",11
105001,1423322284,8,Week 3,"Donna,

I really appreciate the way that you are so diligent about looking at all the other investigations going on and weaving them together for your next step.  I am beginning to understand this &ldquo;mini-scientific community&rdquo; that Vesal is referring to.   You questioned the starting temps of the different containers.  Yes, I also agree that a simple 2 degree difference could easily account for a significantly faster ice melt.  When I read the other investigations I was under the assumption that folks were letting the temperatures stabilize/equalize prior to testing but perhaps this is something that we should probe directly at our next meeting? 

You ask the question if &ldquo;density acts as an insulator&rdquo;.   I am unclear what you mean.  Are you asking if denser water alone &ldquo;insulates&rdquo; or keeps it from melting?   In our tests we are observing water that is more dense from two different causes:  one is the dissolved salt and the other way that density is increased is by lowering temperature.  So yes, in effect by lowering temperature and making the water denser it melts slower and this happens because less heat transfers away from the ice.  On the other hand it is not because there is less ability to conduct heat, there is only less energy available to conduct into the ice cube.

As I was reading your comments and wondering about next tests- I thought perhaps if we used colored water ice then we could watch the convection that we are both talking about.  I think it will stay on top and if we measure the temp that will show us where the colder water is sitting.
",7
105009,1423337908,1,Week 3,"Responses to week 3 comments
",4
105011,1423402988,15,Week 3,"The CaCl/KCl with water resulted in the same results. The salted water did not freeze in the freezer. It was in the freezer for two days, still liquid. I need to boil the salt water still. Today.
",2
105013,1423406520,8,Week 3,"Hi Paul, I was thinking the same thing about the ice cubes being tinted!  I am going to work on that today - I just put some water into the freezer with blue food coloring, so well see what that does!
",1
105019,1423426201,7,Week 3,,6
105020,1423433698,8,Week 3,"Heres a slow-motion video of blue ice cubes in room temperature water.  I dont have thermometers here at home, so I used tap water and let the glasses sit for about 5 hours.  I place one ice cube in a glass with plain water, and the other in a glass with salt water (each wine glass had 2 cups of water, the one with the salt had 1 tablespoon of salt).  I put the salt into the water when I first put the water into the glasses and dissolved it, then evened the amount of water in the glasses.  The glass on the left is the plain water, the glass on the right is the salty water.  Pretty dramatic video - again this is slow motion so it shows the melt really well.
",1
105029,1423481934,8,Week 3,"Donna, that is exactly what I was thinking (the slow motion sound is creepy btw).  Did you see the video that Katie and Karen did?  Read their analysis that they posted afterwards.  They articulate very well, what I think we were both getting at.  
",7
105030,1423494677,10,Week 3,"Hi Girls,

Paul directed me to your post - I just duplicated this yesterday not knowing you had already done it!  I found the same results -  I did a slow motion video that clearly shows the blue cube melting - almost looks like smoke from a fire - so cool to see - and the cup with the salty water didnt have much happening.  I like your take on whats going on.  It makes sense that with the ice cube melting into the plain water, the temp would lower throughout the water evenly, allowing the ice cube to continue to melt more rapidly than the ice cube in the salty water.  With the salty water, the cube melts, thought not as quickly because the colder water is not moving throughout the rest of the water, the temp of the water stays colder surrounding the ice cube.  Paul suggested that the density of the water (as proven in your experiment as well) has everything to do with how quickly the ice cube melts.  Salt is increasing the density of the water, not allowing the cold water to sink, so the temperature of the water remains colder at the top which effects the rate at which the ice cube melts.  This could be illustrated with icebergs also.  Because of the salty ocean water, the icebergs melt occurs slowly (if at all) because the water surrounding it remains extremely cold due to not being able to sink into the ocean below.                                                                                              
",1
105031,1423495222,8,Week 3,"Thanks, Paul, I did look at what they did and it does articulate what we are thinking.  I compared that to icebergs sitting on the ocean.  I know we initially (at least at the end of the table I was sitting at) were thinking the salty water would melt the ice quicker because salt on ice melts the ice.  We also thought about icebergs and wondered why they didnt melt.  We couldnt make sense of that.  Looking at that now, it makes sense that the icebergs dont melt due to the water surrounding them being very cold and that water not sinking as the density of the water below doesnt allow for it to occur.  I think were on our way to getting a pretty good handle on things!
",1
105032,1423496548,13,Week 3,"Hi Greg,

Interesting that the sugar slowed the process even more so than the salt.  Things brings me to a new question in what Ive been tossing around - density of the water.  Paul suggested that the density of the water is higher due to the salt being in it.  I (we) think this is what is stopping the cold water (from the melted ice cube) from lowering into glass at the same rate as the plain water.  I took a video of melting a blue ice cube into both plain and salted water, and it is clear how the plain water allows the melting ice cubes water to lower into the glass and the salty water does not.  But my question now is why sugar slows this process even more?  New experiment!!  I think I will try melting colored ice cubes into salt and sugar water.  We know the plain water melts faster, so I think finding out why the sugar makes this occur at an even slower rate is fascinating.
",1
105034,1423506313,10,Week 3,"Karen and Katie,

I really enjoyed reading about the experiment that you conducted last week! Ive been pretty much stuck on the idea of salt somehow acting as an insulator that reduces the ability of an ice cube to absorb heat from the surrounding water, and my experiment last week didnt really go far enough to shed any new light on a mechanism that might explain this (at least for me!). Reading through the second half of your experiment was pretty eye opening to me. If the water that melted from the blue ice cube remained in close proximity with the melting ice cube in the saltwater, then it makes perfect sense to me that the water immediately surrounding the ice cube will be colder than the rest of the saltwater in the glass. This seems to explain how/why the ice cube in salt water requires a longer amount of time to melt than an ice cube in fresh water. I am also curious about the potential temperature differences that you mentioned in your next steps, and I think that you make a reasonable prediction given what you have observed so far.

Another thing that I found interesting is the fact that the cold water from the melting ice cube remained at the surface of the salt water. I would expect cold water to sink to the bottom of the glass as it should be more dense than the salt water. I guess the density of the salt water is greater than that of the cold water that results from the ice melting. 
",4
105035,1423506538,8,Week 3,,1
105036,1423507553,3,Week 3,"Hi Deanna,

Very interesting that you observed such significant differences in starting water temperature after letting the salt sit in the water for an hour. Paul had commented on this in an earlier post and Im still a bit confused about this as Ive always believed changes in temperature to be indicative of a chemical change. I know that mixing two substance that have different starting temperatures can result in overall temperature changes in the mixture, but I would have to imagine that the salt we all use is stored at room temperature as well. I think you were on the right track using the quantities of salt that you used in your experiment. I tried using lower quantities in my experiment (approximately 1, 2, and 3 tablespoons, respectively), and I do not think that it provided enough saturation as the results of my experiment indicated that more salt doesnt necessarily equate to a slower rate of melting (something we all know not to be accurate based on our collective experiments!). 
",4
105037,1423509094,1,Week 3,"Chris, Ive only read your revised thoughts doc so far as Im responding.  Im in agreement with how you are thinking about surface area and salt being an insulator.  Your explination of why you were choosing your experiment this week was dead on with what I was wondering about as well.  I tried to do an exeriment on the same topic, got really unlogicial results, and later realized, I need to run a cleaner experiment.  Because you did the same thing I was trying, Im very anxious to see your results.  I do have some questions about your thoughts here though.  You use the word adhere to reference how the individual NaCl molecules stay together before they disolve in the water.  I think we need to understand more at this level.  What makes them adhere to one another?  Why do they only adhere in small, grain size chunks and not a whole solid?  What happens in the water to make them unadhere?  Do they just break apart from other NaCl molecules and float sperate or do they bond with the water molecules?  Im thinking if the NaCl molecules bonded with the water molecules in a specific way, they could litterally insulate the water molecule (like a coating of plastic over live wires).  If there was less salt, then the water molecules might not each have enough NaCl molecules to fully insulate them changing the rate of heat transfer.  What do you think? Im just spitballing here.
",6
105038,1423509808,1,Week 3,"Chris,

OK, just read your experiment and am now fired up!!!  I did do four glasses with the fresh water control, but I also got the weird data that my highest salt concentration melted the fastest of all the salt water concentrations, only second to the fresh water control.  This totally messed up my thinking.  I did large amounts of salt to water ratios and had undissolved salt in all of my glasses.  This is what I thought messed up my data, but you got the same strange results!  I had also found that my highest concentration of saltwater maintained the same temp. through the whole thing, but even with the highest temp. didnt melt the most quickly.  The freshwater ice cube, with the lowest temp melted the fastest.  When I read Pauls experiemtn and findings this week, I think hes on to something with the density and convection currents.  This would mean that where we measure the temp. does matter.  Im also thinking that your ideas about salt as an insulator and needing to better understand at the molecular level are all parts that need to fit together somehow.
",6
105100,1423615807,1,Week 3,"Chris,

Very thorough response.  I appreciate how you were attempted to understand the situation by looking closely at the situation at the molecular level.  In your paper, you refer to how Jenn brought up the idea of the surface of the ice having an impact on the rate of absorption of thermal energy but then you go on to discuss how the surface area of the salt also may play a role.  Do you think that it is the surface area of the ice cube or the salt&hellip;or both??

Thank you for conducting your experiment&hellip;why do you think that the ice cube in the two containers with the similar amount of salt melted at close to the same point compared to the one with the least amount of salt which melted the fastest? After thinking about what we saw in the blue ice cube experiment where the water from the blue ice cube stayed at the surface in the salt-water mixture&hellip;do you think that the water from the melting ice cube mixed differently with the salt/water mixture in each cup?  I mean&hellip;do you think that the water from the melting ice cube floated more in the two cups with more salt than the cup with less salt?  Also, do you think that the results in the two cups may have had similar results because the water had reached its saturation point and no matter how much salt was in the cup, it wouldn&rsquo;t matter because the water could not dissolve any more salt into it?
",8
105101,1423616680,14,Week 3,"Becky,

I like how you looked at how adding different substances to water affected the rate at which the ice cube melted.  I also appreciate how you took the temperature as you went.  Now that we have seen the blue ice cube experiment which shows that the water from the melting ice cube stays at the surface of the salt water mixture&hellip;.I wonder if we did the experiment with these other mixtures we would see similar results.  I mean, I wonder if adding sugar and baking soda also would increase the density of the water mixture so that when the ice cube melts the water from the melting ice cube stays at the surface of the water which lowers the temperature at the surface of the water(around the ice cube) which slows the melting of the ice cube.

I see that you took the temperatures, but I am curious how the temperature differed (if it did) between the surface of these mixtures and the bottom of the mixture.
",8
105102,1423617100,11,Week 3,,5
105103,1423618416,8,Week 3,"Donna,

This video was pretty cool!  I cant believe it took me this long to figure this one out.  I am on the density train, but I cannot agree to the insulation piece or agree that the salt acts ike a barrier for the ice.  Paul tested the temperatures and I tested the sugar, and it now makes sense why the ice in sugar melted even slower than the ice in the salt.  It isnt about the salt or the sugar it is about the way fluids act!  I proposed a question in class, and I wonder your thoughts.  The ice didnt melt as fast because of the dense liquid at the bottom, but it did eventually melt.  Why? Did the convection current stop only for the deep bottom and now there is current happening from the middle to the top? I keep watching your video, and if my eyes are not laying tricks on me, I see a blue line (very faint indicating melting) but it doesnt hit the bottom. What do you think?
",5
105272,1423682383,1,Week 3,"Chris-

The idea that the NaCl molecules stick together is an idea that I had not thought about. Each grain represents the clumping (or adhesions) of molecules When the salt dissolves that physical property does not change the characteristic properties, yet what causes that barrier you described? Could this have to do with the molecular structure or does it have to do with the distribution of the salt particles within the water? I am interested in the ratio of salt to water. I have read multiple experiments where the amount of salt to water is varied. Does this bring up the idea of density. The higher the salt content, the higher the density of the solution. Is this the barrier that you mentioned? I would be interested to find out how much of a factor it makes on the melting rate.
",10
105350,1423698280,16,Week 3,"So here are the pics with the sugar and salt, the lighter blue one is the salt, and the darker one is the sugar.  The both have 1 tablespoon of the substance.  I mixed the salt and sugar in and allowed a few hours before dropping the ice cubes in.  Because I did the slow-mo video, and clearly could see the melting take place, and a few people had tested sugar and reported that it melted the ice cube more slowly, I was interested in seeing if it could be detected in pictures.  So I was fascinated with the results.  Initially the sugar melted the ice rapidly as is noted from the pics, but then, it slowed to the point where the salt did melt it faster in the end.  So my question with this is what is going on that the sugar allowed the melt rapidly, then slowed in the process of the melt to the point where the salt ended up melting it faster?  I was interested in seeing how the melt surrounded the ice cube.  I cant remember who stated that perhaps the cold water surround the cubes (an not mixing with the water below) kept the ice cubes from melting as fast as plain water.  So could it be that the sugar melt it so fast that the temp of the water around it was colder than the water around the cube in the salty water?   My next step here would be to find the temperature of the water at the different levels as discussed in class.  
",1
105381,1423702597,11,Week 3,"Tonya,

 

I went for the same experiment myself.  I did sugar water, fresh water, and salt water.  The sugar took the longest just like your experiment.  I like that you brought in the thermometers into the mix.  This really does bring up the idea about how the temperature gradient in the sugar water is clearly larger making you think that the ice cube in the sugar water should melt faster because of the larger temperature difference between the sugar water and ice cube...but alas...it does not.  I thought of the same question as you...thinking about if temperature difference has been ruled out as the mechanism then is the mechanism causing this at the molecular level and the solutes causing some kind of interference with the heat swapping with the solutions and the ice cube.
",9
105411,1423704902,7,Week 3,"Fascinating!  The glass with more salt melted the ice cube slower than the glass with less last.  This is definitely not what I expected either.  Your experiment makes me wonder if there is a link between the two phenomena we are witnessing here.  How are whatever causes the temperature to drop when the salt is added and what causes the lightly salted water to melt the slowest related?  Ill jump on that band wagon of confusion with ya.  But we are certainly piling up evidence to work with and getting some good questions out on the table.
",9
105427,1423707490,13,Week 3,"reply to instructor comments
",9
105446,1423709216,7,Week 3,"Response to Jen

Hi Jen,

It was great to compare results/observations of your experiment with ours seeing they were similar. I was intrigued by your observation of the affect the salt had on the opaqueness and clarity of the ice as it melted. I didnt pick up on that. It made me wonder what caused that and was it a direct relation to how quickly the ice cube melted. You mentioned bubbles that were present in the salt water. Particularly on the bottom and in the middle as compared to the bubbles in the fresh water being throughout as well but concentrated in the middle and top. I wonder what/if the bubbles had anything to do with the rate of the ice cube melting. Was there gas being released? It may seem like I am rambling but the more I think about this the more confused I get as well. What I think I know does not seem to be the case. I think I might do this experiment again over vacation to see what happens this time.
",12
105458,1423710678,3,Week 3,"Hi Deanna,

Our results were similar, Katie and I used a large amount of salt as well. We also noticed that some of the salt was not dissolved completely in the cup. We wondered what impact that would have on the melting rate. We also assumed that the temperature of the water after we added the salt would be the same temperature. Boy were we wrong. We did get them to the same temperature (66 degrees) but that took ALL day. We also considered freezing salt water but didnt think it would freeze or it would take too long. I am curious to see what happens if in fact you do this what the results might be. Keep us posted.
",12
105474,1423737611,10,Week 3,"The blue ice cubes really help to illustrate the affect of the melting ice cube. I wonder if you had taken temperature readings at the top of the glass versus the bottom would show any difference. My guess is yes based on the conclusion drawn on your experiment. The temperature readings throughout the experiment might also help determine the rate at which the temperature in the cup itself changes. The cup of salty water slowed down the mixing process of the melting blue cube from spreading into the solution. It does seem like it is acting like an insulator. Thinking about why specific materials are used to insulate, it makes me think about how energy moves through materials at rate due to their state of matter. Heat moves faster through a solid than a liquid. So if the density of the solution is increased it makes sense that the molecules in the solution are closer together and  will slow down or inhibit the rate of movement of particles due to the temperature change. 
",10
105536,1423758102,8,Week 3,,1
105638,1423795353,2,Week 3,"Paul&rsquo;s Response to Comments from Vesal

VD1-  Yes, Vesal.  I was originally thinking that increasing the exposure of more of the ice cube to the apparent melt-retarding effect of salt would make the ice cube last even longer.   I end up reversing this idea, however, later in the investigation.

VD2- Yes, my evidence is the shape of the ice.  In salt water it forms a thin ice disk resting in the surface layer of what looks like fresh water.  The ice that is in completely fresh water seems to melt all the way around because it does not flatten out.  It only gets smaller.

VD3- Let me make a minor correction to your interpretation: What I meant to communicate is that the ice in the salt water melts SLOWER because it actually is sitting in a layer of cold fresh water above the salt water.   You are correct in stating that I do not support the claim strongly there, however, my next move was to re-test based on my newly formed hypothesis.  In the second test the ice is held beneath the surface with a wooden stick.  The evidence is that the melt time for this one submerged in salt is close to the ice floating in fresh water.   Additionally, the ice submerged in salt water did not form the same flat disk that it formed when it floated in salt water.
",7
105648,1423830757,14,Week 3,,10
105558,1423762345,1,Week 5,"This is a repost that I put in the forum, but I dont think anyone will see it as we are on to the next week already.

&lt;a href=https://int.erlace.com/uploads/discussion/original/6c7f184e4b557e4d817795284ed0df26.JPG&gt;&lt;img src=https://int.erlace.com/uploads/discussion/thumbs/6c7f184e4b557e4d817795284ed0df26.JPG alt=6c7f184e4b557e4d817795284ed0df26.JPG /&gt;&lt;/a&gt;

So here are the pics with the sugar and salt, the lighter blue one is the salt, and the darker one is the sugar.  The both have 1 tablespoon of the substance.  I mixed the salt and sugar in and allowed a few hours before dropping the ice cubes in.  Because I did the slow-mo video, and clearly could see the melting take place, and a few people had tested sugar and reported that it melted the ice cube more slowly, I was interested in seeing if it could be detected in pictures.  So I was fascinated with the results.  Initially the sugar melted the ice rapidly as is noted from the pics, but then, it slowed to the point where the salt did melt it faster in the end.  So my question with this is what is going on that the sugar allowed the melt rapidly, then slowed in the process of the melt to the point where the salt ended up melting it faster?  I was interested in seeing how the melt surrounded the ice cube.  I cant remember who stated that perhaps the cold water surround the cubes (an not mixing with the water below) kept the ice cubes from melting as fast as plain water.  So could it be that the sugar melt it so fast that the temp of the water around it was colder than the water around the cube in the salty water?   My next step here would be to find the temperature of the water at the different levels as discussed in class. 
",1
105683,1423836297,2,Week 5,,8
105827,1423956192,3,Week 5,,1
106006,1424190786,4,Week 5,,2
106018,1424222504,5,Week 5,,4
106046,1424263508,5,Week 5,"Hi Chris - your temp difference at the bottom after the 20 or so minutes has me thinking that redoing what I did might need to happen.  I did an experiment with salt vs. sugar, the temp difference at the bottom after about 20 minutes was 4 degrees.  It was exactly at the bottom, though - so youve got me wondering if the temp in sugar solution would be about the same as plain water (I didnt test this) - if so, then it wouldnt have any more significance than the plain water.  This wouldnt be a big deal, but it has me wondering about the density issue I was holding on to.  The density of the sugar water should be greater than the plain water as sugar was added.  There is a difference in what happens as Katie and Karen did an experiment that showed that.  So, I am going to see what happens with that.  There is definitely a difference in the temp of the water at the surface of both as time goes by (see my data table) - of about 10 degrees!  So something is happening!  Hope youre enjoying the vaca!
",1
106047,1424264905,6,Week 5,"My initial thoughts this week...

 

After trying to absorb and connect all of the facts and ideas weve come up with as a community, I am definitely on board with the idea that salt works as an insulator.  Let me explain why.  Im imagining that the NaCl molecules surround (encapsulate) the water molecules.  This would mean that fully saturated salt water would have every water molecule fully encapsulated by NaCl molecules.  Salt water that is not fully saturated would have water molecules with NaCl adhered to them, but there still would be holes in the NaCl covering of the individual water molecules.  As more salt that is added to the mixture, the new NaCl molecules would fill in these holes around the water molecules.  Because weve noted that there is a temperature drop when salt is added to fresh water, this leads me to believe that there must be some type of heat needed at the molecular level to allow the NaCl molecules to adhere to the water molecules.  The more thoroughly a water molecule is encapsulated with NaCl molecules, the more it is insulated and thereby restricted/blocked from giving its heat away.  This thought connects to the data that fresh water gives its heat away much more quickly than salt water.  We have also seen that the greater the amount of salt in the mixture, the more stable the temperature is.  Again, suggesting insulation.  This could also explain why the salt mixture with the least amount of salt (and lower temp) could melt the ice more quickly than the salt mixture with more salt (and a higher temp).  I couldnt get my head around that last week and this is the only way I can get the pieces to make sense.  To take it one step further, some people have talked about salt water having a higher conductivity than fresh water.  I think this idea could help explain that as well.  The more encapsulated the water molecules are (the more salt in the solution) then the current can travel more easily from NaCl to NaCl molecules without encountering the holes to the water molecules that get in the way of the electrical flow.  What I am curious about is how convection currents were observed by some and others observed density columns.  Why did the fresh, cold water from the ice cube melt convect in some cases and not in others.  With the idea I noted above, I would expect to see convection currents if the water is less saturated with salt and no convection currents if the salt water is more fully saturated.  Id like to do an experiment with a colored ice cube and a different colored fully saturated salt water to see if the colors combine or stay separate.
",6
106069,1424274001,3,Week 5,"Donna, I found the temperature difference interesting also, What is the salt doing to cause the difference in temperature? Still confused.
",2
106084,1424275084,7,Week 5,"I want to find out how the temperature of salt decreases by itself. I am going to put salt in the freezer for a day or so, until its freezer temp. Then I will record the temp. of the salt as it approaches room temp. I will do the same with sugar just to see what, if any affect it might have on water when mixed. I think this might be related to some of our issues with insulating. We need to know the transfer rate of both, as  control.
",2
106087,1424275596,5,Week 5,"Chris, You were correct in saying the temp. of sugar vs. salt would be different being they are stored in different places in the house. I just took out sugar and salt, stored in different areas of my kitchen, and the temps. were different. The salt is 66.8 and the sugar is 61.2 degrees F. So before I freeze them for my next experiment, I want to see how long it takes for them to reach room Temp. Then I will freeze them both, wait a day or so, remove them and record temp. then record temp. drop over time. Maybe there is something else we need to think about.
",2
106113,1424287087,8,Week 5,"Hi All,

I post this simply as a reference document.  I was wondering what the actual density differences are between water and solutions of different temps as compared to the densities of the solutions themselves.  It turns out that the difference in density due to temperature is rather minute (&amp;lt; 0.01 g/ml in thirty degrees F temp change)  so it is hard to overcome other factors such as a dissolved material of greater mass.
",7
106124,1424293122,9,Week 5,,6
106125,1424293714,3,Week 5,"Density of the water is greater?  It might now allow cold water to sink as quickly?  Thats the sense Im making from it.  Not sure though...
",1
106126,1424294722,6,Week 5,"Hi Jen, the colored water was great.  I especially liked the last glass with what looked like a 3rd layer that I wasnt expecting.  I measured the temp of the water during my experiment and found that at different layers there were varied temps that remained constant (in terms of the variation from layer to layer).  I found this interesting as the top layers just sat there.  I didnt have time to wait until the ice cubes melted completely, so I am going to redo this on Sunday (vaca is getting away from me!). I am also going to add a glass of regular water with no salt or sugar.  I am still on the fence with the density - just when I think I have it figured out somewhat, the insulation piece comes back into play again.  I like your idea of the holes being there.  It makes sense to me.  Could these holes be looked at in terms of density - less dense vs. more dense - less holes vs. more holes?
",1
106138,1424351160,6,Week 5,"Donna,

Youre idea of less holes = more dense and more holes = less dense makes sense to me.  More holes, would also equal fewer NaCl molecules surrounding a water molecule, so that makes sense to be less dense.  Maybe that is why I got density layers with the salt water.  The NaCl was trying to spread around into the newly intoduced fresh water from the ice cube.  Depending on how much salt moves into the area of fresh water would varrying amounts of holes = varrying amounts of density.  This could also explain your temp results.
",6
106139,1424351610,5,Week 5,"Chris,

It seems that sugar water and salt water react approximately the same.  I think this is more evidence that these materials are acting as insulators.  Since the color stayed at the top of the sugar water with a clear boundary, this is evidence that the heat did not move from the sugar water into the cooler ice melt colored water.  That means that even at a cooler temp, the fresh water is still less dense than the sugar water and something about the sugar water blocks the heat transfer.  Im with you, Im trying to figure out what is happening at the molecular level to better understand all of this.
",6
106140,1424352211,8,Week 5,"Paul,

What an awesome experiment!  I agree with your results, but it also gives data to the concept that cooler liquids have greater density.  This trend just barely started with your fresh and sugar water at the 60 degree mark, but Id be really curious to see more of what happens as the temperature continues to drop.  I find it interesting that the density of the saltwater didnt change at all.  More evidence of insulation?
",6
106195,1424388562,2,Week 5,"Karen/Katie, some comments for you...
",11
106196,1424388581,4,Week 5,"Deanna, some comments for you...
",11
106197,1424388602,5,Week 5,"Chris, some comments for you...
",11
106198,1424388619,9,Week 5,"Jen, some comments for you...
",11
106199,1424388638,3,Week 5,"Donna, some comments for you...
",11
106200,1424388657,8,Week 5,"Paul, some comments for you...
",11
106201,1424394673,8,Week 5,"Vesal !  As usual, you have uncovered some inconsistencies in my statements which I did not communicate well.  I hope it did not confuse too many readers. Allow me to clarify:

Gradient- yes, when I used that word it is to describe the separation of the brine and the melt water.

10% solution of salt &amp;amp; sugar- it was, in fact, 10%.  I did not correctly report the solute mass of 20 g in each 200 ml beaker. (I had the number 10 in my head but my handwritten notes support 20 in 200 for 10%)

In my conclusion I used degrees instead of g/ml.  I meant the density unit. Thanks for catching that.

Finally, the reason that I picked the temperature range that I did was because I have measured the melt water temperature during the previous round and found it to be only about 2-3 &deg;C  lower (4-5&deg;F).  I reference this in my conclusion of week 3.  I think next test I will get a similar data set for temperatures at different levels of test beakers.  Keep in mind, we are wondering if it will exceed the density of the salt solution (1.07) and not the sugar (1.04).
",7
106203,1424396393,8,Week 5,"Now thats a quick response, Paul!

On your last point---what do you mean by 2-3 degrees lower?  Whats 2-3 degrees lower than what?
",11
106212,1424432782,8,Week 5,"(timing is everything!)  What I mean is that the melt water layer at the top was 2-3 c lower than the average beaker temp.  In other words, it is no where near zero (c) or 32F.   My prediction is that it would not be dense enough to punch through the concentrated brine on temp alone.
",7
106246,1424481438,3,Week 5,,1
106247,1424524206,4,Week 5,,2
106248,1424525433,2,Week 5,"Katie and Karen,

I like this investigation. It demonstrates density and particle speed, It does appear that salt impedes the flow of convection currents as the blue ice mixed more thoroughly with fresh water than salt water. It also seems that density decreased the flow of convection as there was a much faster dispersal of color in the hot water than the cold water. Cold water is more dense than warm water and the particles move much faster and are less dense in warm water. Its like the atmosphere, warm air rises over cold dense air. So this makes me think that the salt impedes the movement of water particles and maybe thats why the color moved faster and easier in fresh water. So salt is blocking the natural mojo of water particles. Maybe this is insulating, like wrapping baby water in a blanket?
",2
106249,1424532858,6,Week 5,"Jen, after reading through your information again, I am still intrigued by that 3rd cup.  I am going to try to duplicate this using dye as well and have the three cups side by side.  I will also take a look at the temp of the layers all the way to the bottom of the cups - in my initial experiment, I didnt have them all the way to the bottom.  I will also use warmer water before adding the salt in the hopes that the salt mixes better and wait for the water to all come to room temp.  Well see what happens.  Im still thinking density, but I cant let go of the imsulation piece - I dont know what keeps me hanging on to it!  I am thinking if the water on the bottom remains constant in the salty and saltiest glasses, this may sway me toward the density side for sure.  
",1
106252,1424540170,10,Week 5,,9
106260,1424582613,11,Week 5,,5
106261,1424614990,2,Week 5,"Katie and Karen,

I appreciate that you reworked your original experiment to better understand how the density of different temperatures of water interact in fresh vs. salt water.  I also like your follow up ideas for another experiment.  From reading different results, it seems, so far, that even though the ice cube melted water is cooler than the salt water below it, it is the salt water vs. fresh water that determines the ultimate density.  We know that temperature has a role with density, but as you put it, it doesnt overcome the density of the salt water.  Weve also seen that the salt water doesnt want to share its heat with the cooler ice melt water as readily as the fresh water.  I am on the salt is an insulator band wagon and I see support for that in your experiment.  Im really looking forward to your next experiment to see if less salt will alter your results or will they be similar?
",6
106262,1424618753,11,Week 5,"Hi Tonya, just a couple of questions - the start temps were different on all the glasses of water - so for this, were these the temps after the ice cubes were added or before?  If it was before, was it due to adding the sugar and salt?  I did a very similar experiment, but in my sugar and salt mixtures I only added 1 tablespoon of each (salt and sugar) and used 2 cups of water.  So looking at the two experiments, it seems your results were dramatically different than mine which brings me to the amount of salt/sugar being used.  Your experiment had much more salt/sugar and your results in drops of temp was much less dramatic so does this mean there is some kind of insulative (is that a word?) properties going on?  Because there was more sugar and salt in the water, the ice did not melt as fast and when it did the temperature difference was not as great.    I also had a much less dramatic difference in the ice being melted - but I use a different kind of ice - I freeze 1/4 cup of water with food coloring in cupcake tins, so I have one big ice cube.  Which brings me to a different questions which Paul (or Chris? I confuse the two) talked about - your experiment used 3 ice cubes in each glass to my one big piece of ice and your ice was almost gone - where after 20 minutes, both my sugar and salt mixture had the ice cube remaining and it was pretty close in volume.  So do the smaller pieces of ice melt quicker than the one large cube?  UGH!!!!!  Now I have more questions than answers!!  I have ice cubes at home freezing as I type this and glasses of salt water cooling to room temp since last night.  I will post the results later.  
",1
106264,1424620778,9,Week 5,,6
106482,1424721802,12,Week 5,,10
106496,1424727819,1,Week 5,"Donna-

After reading your post, I the density of the solution slows down the transfer of energy. So I wonder how much of difference there is in the density of the salt solution versus the sugar solution. The transfer energy moves from particle to particle so the more particles, the longer it takes for the energy to move. This also makes me think about conductivity. Jen mentioned it and it made me stop and think that could be another piece to the puzzle.How much of difference in time was the melting of the ice cube in the salt solution and the sugar solution? When I did it, I found that there was a difference between the two, but it was slight. I am also curious about amounts. How much of a saturated mixture did you have? I experimented with different percents of salt, because I questioned whether or not it mattered once the water reached its saturation point of salt. The rest falls to the bottom of the cup and the results showed tenths of a difference in temperature.  
",10
